date,ticker,group,close,volume
2020-11-11,AAPL,High-Growth Tech,116.21,112295000
2020-11-12,AAPL,High-Growth Tech,115.94,103162300
2020-11-13,AAPL,High-Growth Tech,115.99,81581900
2020-11-16,AAPL,High-Growth Tech,117.0,91183000
2020-11-17,AAPL,High-Growth Tech,116.11,74271000
2020-11-18,AAPL,High-Growth Tech,114.79,76322100
2020-11-19,AAPL,High-Growth Tech,115.38,74113000
2020-11-20,AAPL,High-Growth Tech,114.12,73604300
2020-11-23,AAPL,High-Growth Tech,110.72,127959300
2020-11-24,AAPL,High-Growth Tech,112.01,113874200
2020-11-25,AAPL,High-Growth Tech,112.84,76499200
2020-11-27,AAPL,High-Growth Tech,113.39,46691300
2020-11-30,AAPL,High-Growth Tech,115.78,169410200
2020-12-01,AAPL,High-Growth Tech,119.35,127728200
2020-12-02,AAPL,High-Growth Tech,119.7,89004200
2020-12-03,AAPL,High-Growth Tech,119.56,78967600
2020-12-04,AAPL,High-Growth Tech,118.89,78260400
2020-12-07,AAPL,High-Growth Tech,120.35,86712000
2020-12-08,AAPL,High-Growth Tech,120.96,82225500
2020-12-09,AAPL,High-Growth Tech,118.44,115089200
2020-12-10,AAPL,High-Growth Tech,119.86,81312200
2020-12-11,AAPL,High-Growth Tech,119.05,86939800
2020-12-14,AAPL,High-Growth Tech,118.44,79184500
2020-12-15,AAPL,High-Growth Tech,124.37,157243700
2020-12-16,AAPL,High-Growth Tech,124.3,98208600
2020-12-17,AAPL,High-Growth Tech,125.17,94359800
2020-12-18,AAPL,High-Growth Tech,123.18,192541500
2020-12-21,AAPL,High-Growth Tech,124.71,121251600
2020-12-22,AAPL,High-Growth Tech,128.26,168904800
2020-12-23,AAPL,High-Growth Tech,127.36,88223700
2020-12-24,AAPL,High-Growth Tech,128.35,54930100
2020-12-28,AAPL,High-Growth Tech,132.94,124486200
2020-12-29,AAPL,High-Growth Tech,131.17,121047300
2020-12-30,AAPL,High-Growth Tech,130.05,96452100
2020-12-31,AAPL,High-Growth Tech,129.05,99116600
2021-01-04,AAPL,High-Growth Tech,125.86,143301900
2021-01-05,AAPL,High-Growth Tech,127.41,97664900
2021-01-06,AAPL,High-Growth Tech,123.12,155088000
2021-01-07,AAPL,High-Growth Tech,127.33,109578200
2021-01-08,AAPL,High-Growth Tech,128.42,105158200
2021-01-11,AAPL,High-Growth Tech,125.44,100384500
2021-01-12,AAPL,High-Growth Tech,125.26,91951100
2021-01-13,AAPL,High-Growth Tech,127.3,88636800
2021-01-14,AAPL,High-Growth Tech,125.37,90221800
2021-01-15,AAPL,High-Growth Tech,123.65,111598500
2021-01-19,AAPL,High-Growth Tech,124.32,90757300
2021-01-20,AAPL,High-Growth Tech,128.4,104319500
2021-01-21,AAPL,High-Growth Tech,133.11,120150900
2021-01-22,AAPL,High-Growth Tech,135.25,114459400
2021-01-25,AAPL,High-Growth Tech,139.0,157611700
2021-01-26,AAPL,High-Growth Tech,139.23,98390600
2021-01-27,AAPL,High-Growth Tech,138.16,140843800
2021-01-28,AAPL,High-Growth Tech,133.33,142621100
2021-01-29,AAPL,High-Growth Tech,128.34,177523800
2021-02-01,AAPL,High-Growth Tech,130.46,106239800
2021-02-02,AAPL,High-Growth Tech,131.28,83305400
2021-02-03,AAPL,High-Growth Tech,130.26,89880900
2021-02-04,AAPL,High-Growth Tech,133.62,84183100
2021-02-05,AAPL,High-Growth Tech,133.2,75693800
2021-02-08,AAPL,High-Growth Tech,133.35,71297200
2021-02-09,AAPL,High-Growth Tech,132.47,76774200
2021-02-10,AAPL,High-Growth Tech,131.87,73046600
2021-02-11,AAPL,High-Growth Tech,131.62,64280000
2021-02-12,AAPL,High-Growth Tech,131.85,60145100
2021-02-16,AAPL,High-Growth Tech,129.73,80576300
2021-02-17,AAPL,High-Growth Tech,127.44,97918500
2021-02-18,AAPL,High-Growth Tech,126.34,96856700
2021-02-19,AAPL,High-Growth Tech,126.49,87668800
2021-02-22,AAPL,High-Growth Tech,122.72,103916400
2021-02-23,AAPL,High-Growth Tech,122.59,158273000
2021-02-24,AAPL,High-Growth Tech,122.09,111039900
2021-02-25,AAPL,High-Growth Tech,117.84,148199500
2021-02-26,AAPL,High-Growth Tech,118.11,164560400
2021-03-01,AAPL,High-Growth Tech,124.47,116307900
2021-03-02,AAPL,High-Growth Tech,121.87,102260900
2021-03-03,AAPL,High-Growth Tech,118.89,112966300
2021-03-04,AAPL,High-Growth Tech,117.01,178155000
2021-03-05,AAPL,High-Growth Tech,118.26,153766600
2021-03-08,AAPL,High-Growth Tech,113.33,154376600
2021-03-09,AAPL,High-Growth Tech,117.94,129525800
2021-03-10,AAPL,High-Growth Tech,116.86,111943300
2021-03-11,AAPL,High-Growth Tech,118.79,103026500
2021-03-12,AAPL,High-Growth Tech,117.88,88105100
2021-03-15,AAPL,High-Growth Tech,120.77,92403800
2021-03-16,AAPL,High-Growth Tech,122.3,115227900
2021-03-17,AAPL,High-Growth Tech,121.52,111932600
2021-03-18,AAPL,High-Growth Tech,117.4,121229700
2021-03-19,AAPL,High-Growth Tech,116.87,185549500
2021-03-22,AAPL,High-Growth Tech,120.18,111912300
2021-03-23,AAPL,High-Growth Tech,119.35,95467100
2021-03-24,AAPL,High-Growth Tech,116.97,88530500
2021-03-25,AAPL,High-Growth Tech,117.45,98844700
2021-03-26,AAPL,High-Growth Tech,118.06,94071200
2021-03-29,AAPL,High-Growth Tech,118.23,80819200
2021-03-30,AAPL,High-Growth Tech,116.78,85671900
2021-03-31,AAPL,High-Growth Tech,118.97,118323800
2021-04-01,AAPL,High-Growth Tech,119.8,75089100
2021-04-05,AAPL,High-Growth Tech,122.63,88651200
2021-04-06,AAPL,High-Growth Tech,122.93,80171300
2021-04-07,AAPL,High-Growth Tech,124.57,83466700
2021-04-08,AAPL,High-Growth Tech,126.97,88844600
2021-04-09,AAPL,High-Growth Tech,129.54,106686700
2021-04-12,AAPL,High-Growth Tech,127.83,91420000
2021-04-13,AAPL,High-Growth Tech,130.93,91266500
2021-04-14,AAPL,High-Growth Tech,128.6,87222800
2021-04-15,AAPL,High-Growth Tech,131.0,89347100
2021-04-16,AAPL,High-Growth Tech,130.67,84922400
2021-04-19,AAPL,High-Growth Tech,131.33,94264200
2021-04-20,AAPL,High-Growth Tech,129.65,94812300
2021-04-21,AAPL,High-Growth Tech,130.03,68847100
2021-04-22,AAPL,High-Growth Tech,128.51,84566500
2021-04-23,AAPL,High-Growth Tech,130.83,78657500
2021-04-26,AAPL,High-Growth Tech,131.22,66905100
2021-04-27,AAPL,High-Growth Tech,130.9,66015800
2021-04-28,AAPL,High-Growth Tech,130.11,107760100
2021-04-29,AAPL,High-Growth Tech,130.01,151101000
2021-04-30,AAPL,High-Growth Tech,128.04,109839500
2021-05-03,AAPL,High-Growth Tech,129.09,75135100
2021-05-04,AAPL,High-Growth Tech,124.53,137564700
2021-05-05,AAPL,High-Growth Tech,124.77,84000900
2021-05-06,AAPL,High-Growth Tech,126.37,78128300
2021-05-07,AAPL,High-Growth Tech,127.04,78973300
2021-05-10,AAPL,High-Growth Tech,123.76,88071200
2021-05-11,AAPL,High-Growth Tech,122.84,126142800
2021-05-12,AAPL,High-Growth Tech,119.78,112172300
2021-05-13,AAPL,High-Growth Tech,121.93,105861300
2021-05-14,AAPL,High-Growth Tech,124.35,81918000
2021-05-17,AAPL,High-Growth Tech,123.2,74244600
2021-05-18,AAPL,High-Growth Tech,121.81,63342900
2021-05-19,AAPL,High-Growth Tech,121.65,92612000
2021-05-20,AAPL,High-Growth Tech,124.21,76857100
2021-05-21,AAPL,High-Growth Tech,122.38,79295400
2021-05-24,AAPL,High-Growth Tech,124.01,63092900
2021-05-25,AAPL,High-Growth Tech,123.81,72009500
2021-05-26,AAPL,High-Growth Tech,123.76,56575900
2021-05-27,AAPL,High-Growth Tech,122.23,94625600
2021-05-28,AAPL,High-Growth Tech,121.58,71311100
2021-06-01,AAPL,High-Growth Tech,121.25,67637100
2021-06-02,AAPL,High-Growth Tech,122.01,59278900
2021-06-03,AAPL,High-Growth Tech,120.53,76229200
2021-06-04,AAPL,High-Growth Tech,122.82,75169300
2021-06-07,AAPL,High-Growth Tech,122.83,71057600
2021-06-08,AAPL,High-Growth Tech,123.65,74403800
2021-06-09,AAPL,High-Growth Tech,124.03,56877900
2021-06-10,AAPL,High-Growth Tech,123.04,71186400
2021-06-11,AAPL,High-Growth Tech,124.25,53522400
2021-06-14,AAPL,High-Growth Tech,127.3,96906500
2021-06-15,AAPL,High-Growth Tech,126.48,62746300
2021-06-16,AAPL,High-Growth Tech,126.98,91815000
2021-06-17,AAPL,High-Growth Tech,128.58,96721700
2021-06-18,AAPL,High-Growth Tech,127.28,108953300
2021-06-21,AAPL,High-Growth Tech,129.08,79663300
2021-06-22,AAPL,High-Growth Tech,130.72,74783600
2021-06-23,AAPL,High-Growth Tech,130.44,60214200
2021-06-24,AAPL,High-Growth Tech,130.16,68711000
2021-06-25,AAPL,High-Growth Tech,129.87,70783700
2021-06-28,AAPL,High-Growth Tech,131.5,62111300
2021-06-29,AAPL,High-Growth Tech,133.01,64556100
2021-06-30,AAPL,High-Growth Tech,133.63,63261400
2021-07-01,AAPL,High-Growth Tech,133.93,52485800
2021-07-02,AAPL,High-Growth Tech,136.55,78852600
2021-07-06,AAPL,High-Growth Tech,138.56,108181800
2021-07-07,AAPL,High-Growth Tech,141.05,104911600
2021-07-08,AAPL,High-Growth Tech,139.75,105575500
2021-07-09,AAPL,High-Growth Tech,141.58,99890800
2021-07-12,AAPL,High-Growth Tech,140.98,76299700
2021-07-13,AAPL,High-Growth Tech,142.09,100827100
2021-07-14,AAPL,High-Growth Tech,145.52,127050800
2021-07-15,AAPL,High-Growth Tech,144.86,106820300
2021-07-16,AAPL,High-Growth Tech,142.83,93251400
2021-07-19,AAPL,High-Growth Tech,138.98,121434600
2021-07-20,AAPL,High-Growth Tech,142.59,96350000
2021-07-21,AAPL,High-Growth Tech,141.86,74993500
2021-07-22,AAPL,High-Growth Tech,143.23,77338200
2021-07-23,AAPL,High-Growth Tech,144.94,71447400
2021-07-26,AAPL,High-Growth Tech,145.36,72434100
2021-07-27,AAPL,High-Growth Tech,143.2,104818600
2021-07-28,AAPL,High-Growth Tech,141.45,118931200
2021-07-29,AAPL,High-Growth Tech,142.09,56699500
2021-07-30,AAPL,High-Growth Tech,142.31,70440600
2021-08-02,AAPL,High-Growth Tech,141.98,62880000
2021-08-03,AAPL,High-Growth Tech,143.77,64786600
2021-08-04,AAPL,High-Growth Tech,143.37,56368300
2021-08-05,AAPL,High-Growth Tech,143.48,46397700
2021-08-06,AAPL,High-Growth Tech,142.8,54126800
2021-08-09,AAPL,High-Growth Tech,142.75,48908700
2021-08-10,AAPL,High-Growth Tech,142.27,69023100
2021-08-11,AAPL,High-Growth Tech,142.52,48493500
2021-08-12,AAPL,High-Growth Tech,145.48,72282600
2021-08-13,AAPL,High-Growth Tech,145.69,59375000
2021-08-16,AAPL,High-Growth Tech,147.66,103296000
2021-08-17,AAPL,High-Growth Tech,146.75,92229700
2021-08-18,AAPL,High-Growth Tech,143.01,86326000
2021-08-19,AAPL,High-Growth Tech,143.34,86960300
2020-09-29,MSFT,High-Growth Tech,197.9,24221900
2020-09-30,MSFT,High-Growth Tech,200.83,33829100
2020-10-01,MSFT,High-Growth Tech,202.87,27158400
2020-10-02,MSFT,High-Growth Tech,196.88,33154800
2020-10-05,MSFT,High-Growth Tech,200.88,21331600
2020-10-06,MSFT,High-Growth Tech,196.61,28554300
2020-10-07,MSFT,High-Growth Tech,200.36,25681100
2020-10-08,MSFT,High-Growth Tech,201.07,19925800
2020-10-09,MSFT,High-Growth Tech,206.07,26458000
2020-10-12,MSFT,High-Growth Tech,211.4,40461400
2020-10-13,MSFT,High-Growth Tech,212.8,28950800
2020-10-14,MSFT,High-Growth Tech,210.89,23421700
2020-10-15,MSFT,High-Growth Tech,209.74,22733100
2020-10-16,MSFT,High-Growth Tech,209.74,26057900
2020-10-19,MSFT,High-Growth Tech,204.55,27625800
2020-10-20,MSFT,High-Growth Tech,204.96,22753500
2020-10-21,MSFT,High-Growth Tech,205.1,22724900
2020-10-22,MSFT,High-Growth Tech,205.19,22351500
2020-10-23,MSFT,High-Growth Tech,206.47,18879600
2020-10-26,MSFT,High-Growth Tech,200.6,37111600
2020-10-27,MSFT,High-Growth Tech,203.62,36700300
2020-10-28,MSFT,High-Growth Tech,193.53,51195600
2020-10-29,MSFT,High-Growth Tech,195.48,31432600
2020-10-30,MSFT,High-Growth Tech,193.33,36953700
2020-11-02,MSFT,High-Growth Tech,193.2,30842200
2020-11-03,MSFT,High-Growth Tech,197.11,27512000
2020-11-04,MSFT,High-Growth Tech,206.62,42311800
2020-11-05,MSFT,High-Growth Tech,213.21,36080100
2020-11-06,MSFT,High-Growth Tech,213.62,25231900
2020-11-09,MSFT,High-Growth Tech,208.53,44395000
2020-11-10,MSFT,High-Growth Tech,201.48,44045100
2020-11-11,MSFT,High-Growth Tech,206.77,29440800
2020-11-12,MSFT,High-Growth Tech,205.71,21593900
2020-11-13,MSFT,High-Growth Tech,206.74,18621100
2020-11-16,MSFT,High-Growth Tech,207.42,24953300
2020-11-17,MSFT,High-Growth Tech,204.78,24154100
2020-11-18,MSFT,High-Growth Tech,202.08,28372800
2020-11-19,MSFT,High-Growth Tech,203.36,24792700
2020-11-20,MSFT,High-Growth Tech,201.42,22843100
2020-11-23,MSFT,High-Growth Tech,201.15,25683500
2020-11-24,MSFT,High-Growth Tech,204.74,33979700
2020-11-25,MSFT,High-Growth Tech,204.75,21012900
2020-11-27,MSFT,High-Growth Tech,206.05,14512200
2020-11-30,MSFT,High-Growth Tech,204.94,33064800
2020-12-01,MSFT,High-Growth Tech,206.99,30904500
2020-12-02,MSFT,High-Growth Tech,206.19,23724500
2020-12-03,MSFT,High-Growth Tech,205.1,25120900
2020-12-04,MSFT,High-Growth Tech,205.22,24666000
2020-12-07,MSFT,High-Growth Tech,205.15,24620000
2020-12-08,MSFT,High-Growth Tech,206.8,23284100
2020-12-09,MSFT,High-Growth Tech,202.77,32440600
2020-12-10,MSFT,High-Growth Tech,201.54,26733300
2020-12-11,MSFT,High-Growth Tech,204.17,30979400
2020-12-14,MSFT,High-Growth Tech,205.07,28798400
2020-12-15,MSFT,High-Growth Tech,205.0,27000600
2020-12-16,MSFT,High-Growth Tech,209.93,35023300
2020-12-17,MSFT,High-Growth Tech,210.06,32515800
2020-12-18,MSFT,High-Growth Tech,209.27,63354900
2020-12-21,MSFT,High-Growth Tech,213.1,37181900
2020-12-22,MSFT,High-Growth Tech,214.39,22612200
2020-12-23,MSFT,High-Growth Tech,211.59,18699600
2020-12-24,MSFT,High-Growth Tech,213.25,10550600
2020-12-28,MSFT,High-Growth Tech,215.37,17933500
2020-12-29,MSFT,High-Growth Tech,214.59,17403200
2020-12-30,MSFT,High-Growth Tech,212.23,20272300
2020-12-31,MSFT,High-Growth Tech,212.93,20942100
2021-01-04,MSFT,High-Growth Tech,208.41,37130100
2021-01-05,MSFT,High-Growth Tech,208.61,23823000
2021-01-06,MSFT,High-Growth Tech,203.2,35930700
2021-01-07,MSFT,High-Growth Tech,208.98,27694500
2021-01-08,MSFT,High-Growth Tech,210.25,22956200
2021-01-11,MSFT,High-Growth Tech,208.22,23031300
2021-01-12,MSFT,High-Growth Tech,205.76,23249300
2021-01-13,MSFT,High-Growth Tech,207.11,20087100
2021-01-14,MSFT,High-Growth Tech,203.94,29480800
2021-01-15,MSFT,High-Growth Tech,203.58,31746500
2021-01-19,MSFT,High-Growth Tech,207.21,30480900
2021-01-20,MSFT,High-Growth Tech,214.77,37777300
2021-01-21,MSFT,High-Growth Tech,215.38,30709400
2021-01-22,MSFT,High-Growth Tech,216.31,30172700
2021-01-25,MSFT,High-Growth Tech,219.74,33152100
2021-01-26,MSFT,High-Growth Tech,222.42,49169600
2021-01-27,MSFT,High-Growth Tech,222.97,69870600
2021-01-28,MSFT,High-Growth Tech,228.74,49111200
2021-01-29,MSFT,High-Growth Tech,222.07,42503100
2021-02-01,MSFT,High-Growth Tech,229.43,33314200
2021-02-02,MSFT,High-Growth Tech,229.3,25916300
2021-02-03,MSFT,High-Growth Tech,232.64,27158100
2021-02-04,MSFT,High-Growth Tech,231.69,25296100
2021-02-05,MSFT,High-Growth Tech,231.87,18054800
2021-02-08,MSFT,High-Growth Tech,232.13,22211900
2021-02-09,MSFT,High-Growth Tech,233.37,23565000
2021-02-10,MSFT,High-Growth Tech,232.46,22186700
2021-02-11,MSFT,High-Growth Tech,234.06,15751100
2021-02-12,MSFT,High-Growth Tech,234.54,16561100
2021-02-16,MSFT,High-Growth Tech,233.31,26728500
2021-02-17,MSFT,High-Growth Tech,234.32,21653500
2021-02-18,MSFT,High-Growth Tech,233.93,16925600
2021-02-19,MSFT,High-Growth Tech,231.23,25262600
2021-02-22,MSFT,High-Growth Tech,225.03,36446900
2021-02-23,MSFT,High-Growth Tech,223.84,30228700
2021-02-24,MSFT,High-Growth Tech,225.06,26339700
2021-02-25,MSFT,High-Growth Tech,219.73,39542200
2021-02-26,MSFT,High-Growth Tech,222.98,37819200
2021-03-01,MSFT,High-Growth Tech,227.36,25324000
2021-03-02,MSFT,High-Growth Tech,224.41,22812500
2021-03-03,MSFT,High-Growth Tech,218.36,34029500
2021-03-04,MSFT,High-Growth Tech,217.56,44727800
2021-03-05,MSFT,High-Growth Tech,222.23,41872800
2021-03-08,MSFT,High-Growth Tech,218.19,35267400
2021-03-09,MSFT,High-Growth Tech,224.33,33080500
2021-03-10,MSFT,High-Growth Tech,223.02,29746800
2021-03-11,MSFT,High-Growth Tech,227.54,29907600
2021-03-12,MSFT,High-Growth Tech,226.22,22653700
2021-03-15,MSFT,High-Growth Tech,225.31,26034900
2021-03-16,MSFT,High-Growth Tech,228.1,28092200
2021-03-17,MSFT,High-Growth Tech,227.45,29562100
2021-03-18,MSFT,High-Growth Tech,221.39,34833000
2021-03-19,MSFT,High-Growth Tech,221.03,46430700
2021-03-22,MSFT,High-Growth Tech,226.45,30127000
2021-03-23,MSFT,High-Growth Tech,227.97,31638400
2021-03-24,MSFT,High-Growth Tech,225.94,25620100
2021-03-25,MSFT,High-Growth Tech,222.94,34061900
2021-03-26,MSFT,High-Growth Tech,226.92,25479900
2021-03-29,MSFT,High-Growth Tech,225.73,25227500
2021-03-30,MSFT,High-Growth Tech,222.47,24792000
2021-03-31,MSFT,High-Growth Tech,226.24,43623500
2021-04-01,MSFT,High-Growth Tech,232.55,30338000
2021-04-05,MSFT,High-Growth Tech,239.0,36910600
2021-04-06,MSFT,High-Growth Tech,237.84,22931900
2021-04-07,MSFT,High-Growth Tech,239.79,22719800
2021-04-08,MSFT,High-Growth Tech,243.01,23625200
2021-04-09,MSFT,High-Growth Tech,245.5,24326800
2021-04-12,MSFT,High-Growth Tech,245.56,27148700
2021-04-13,MSFT,High-Growth Tech,248.04,23837500
2021-04-14,MSFT,High-Growth Tech,245.25,23070900
2021-04-15,MSFT,High-Growth Tech,249.01,25627500
2021-04-16,MSFT,High-Growth Tech,250.2,24878600
2021-04-19,MSFT,High-Growth Tech,248.28,23209300
2021-04-20,MSFT,High-Growth Tech,247.82,19722900
2021-04-21,MSFT,High-Growth Tech,250.04,24030400
2021-04-22,MSFT,High-Growth Tech,246.77,25606200
2021-04-23,MSFT,High-Growth Tech,250.59,21462600
2021-04-26,MSFT,High-Growth Tech,250.97,19763300
2021-04-27,MSFT,High-Growth Tech,251.38,31014200
2021-04-28,MSFT,High-Growth Tech,244.27,46903100
2021-04-29,MSFT,High-Growth Tech,242.3,40589000
2021-04-30,MSFT,High-Growth Tech,241.98,30945100
2021-05-03,MSFT,High-Growth Tech,241.67,19626600
2021-05-04,MSFT,High-Growth Tech,237.77,32756100
2021-05-05,MSFT,High-Growth Tech,236.5,21901300
2021-05-06,MSFT,High-Growth Tech,239.63,26491100
2021-05-07,MSFT,High-Growth Tech,242.25,27032900
2021-05-10,MSFT,High-Growth Tech,237.18,29299900
2021-05-11,MSFT,High-Growth Tech,236.27,33641600
2021-05-12,MSFT,High-Growth Tech,229.33,36684400
2021-05-13,MSFT,High-Growth Tech,233.2,29624300
2021-05-14,MSFT,High-Growth Tech,238.11,23901100
2021-05-17,MSFT,High-Growth Tech,235.26,24970200
2021-05-18,MSFT,High-Growth Tech,233.25,20168000
2021-05-19,MSFT,High-Growth Tech,233.83,25739800
2021-05-20,MSFT,High-Growth Tech,237.06,21800700
2021-05-21,MSFT,High-Growth Tech,235.8,21863100
2021-05-24,MSFT,High-Growth Tech,241.19,21411500
2021-05-25,MSFT,High-Growth Tech,242.1,17704300
2021-05-26,MSFT,High-Growth Tech,241.88,17771600
2021-05-27,MSFT,High-Growth Tech,239.78,24426200
2021-05-28,MSFT,High-Growth Tech,240.14,18270200
2021-06-01,MSFT,High-Growth Tech,237.94,23213300
2021-06-02,MSFT,High-Growth Tech,237.85,19406700
2021-06-03,MSFT,High-Growth Tech,236.32,25307700
2021-06-04,MSFT,High-Growth Tech,241.2,25281100
2021-06-07,MSFT,High-Growth Tech,244.11,23079200
2021-06-08,MSFT,High-Growth Tech,242.92,22455000
2021-06-09,MSFT,High-Growth Tech,243.9,17937600
2021-06-10,MSFT,High-Growth Tech,247.41,24563600
2021-06-11,MSFT,High-Growth Tech,248.03,18999700
2021-06-14,MSFT,High-Growth Tech,249.96,19150500
2021-06-15,MSFT,High-Growth Tech,248.48,18038900
2021-06-16,MSFT,High-Growth Tech,247.54,27220000
2021-06-17,MSFT,High-Growth Tech,250.93,27565500
2021-06-18,MSFT,High-Growth Tech,249.51,37202200
2021-06-21,MSFT,High-Growth Tech,252.59,26696100
2021-06-22,MSFT,High-Growth Tech,255.36,24694100
2021-06-23,MSFT,High-Growth Tech,255.13,19518700
2021-06-24,MSFT,High-Growth Tech,256.5,21446900
2021-06-25,MSFT,High-Growth Tech,254.89,25611100
2021-06-28,MSFT,High-Growth Tech,258.45,19590000
2021-06-29,MSFT,High-Growth Tech,261.03,19937800
2021-06-30,MSFT,High-Growth Tech,260.54,21656500
2021-07-01,MSFT,High-Growth Tech,261.22,16725300
2021-07-02,MSFT,High-Growth Tech,267.04,26458000
2021-07-06,MSFT,High-Growth Tech,267.05,31565600
2021-07-07,MSFT,High-Growth Tech,269.23,23260000
2021-07-08,MSFT,High-Growth Tech,266.82,24618600
2021-07-09,MSFT,High-Growth Tech,267.32,23916700
2021-07-12,MSFT,High-Growth Tech,266.72,18931700
2021-07-13,MSFT,High-Growth Tech,270.24,26120100
2021-07-14,MSFT,High-Growth Tech,271.71,23113700
2021-07-15,MSFT,High-Growth Tech,270.29,22604200
2021-07-16,MSFT,High-Growth Tech,270.02,26186800
2021-07-19,MSFT,High-Growth Tech,266.42,32935600
2021-07-20,MSFT,High-Growth Tech,268.64,26259700
2021-07-21,MSFT,High-Growth Tech,270.64,24364300
2021-07-22,MSFT,High-Growth Tech,275.2,23384100
2021-07-23,MSFT,High-Growth Tech,278.6,22768100
2021-07-26,MSFT,High-Growth Tech,278.0,23176100
2021-07-27,MSFT,High-Growth Tech,275.59,33604100
2021-07-28,MSFT,High-Growth Tech,275.28,33566900
2021-07-29,MSFT,High-Growth Tech,275.55,18168300
2021-07-30,MSFT,High-Growth Tech,274.02,20944800
2021-08-02,MSFT,High-Growth Tech,273.93,16267400
2021-08-03,MSFT,High-Growth Tech,276.14,17879000
2021-08-04,MSFT,High-Growth Tech,275.56,16191300
2021-08-05,MSFT,High-Growth Tech,278.45,13900200
2021-08-06,MSFT,High-Growth Tech,278.4,16589300
2021-08-09,MSFT,High-Growth Tech,277.31,16117600
2021-08-10,MSFT,High-Growth Tech,275.49,18616600
2021-08-11,MSFT,High-Growth Tech,275.98,13955900
2021-08-12,MSFT,High-Growth Tech,278.73,14561300
2021-08-13,MSFT,High-Growth Tech,281.66,18249000
2021-08-16,MSFT,High-Growth Tech,283.34,22507600
2021-08-17,MSFT,High-Growth Tech,281.88,20075300
2021-08-18,MSFT,High-Growth Tech,280.15,21813000
2021-08-19,MSFT,High-Growth Tech,285.97,29850500
2020-09-29,AMZN,High-Growth Tech,157.24,69916000
2020-09-30,AMZN,High-Growth Tech,157.44,97922000
2020-10-01,AMZN,High-Growth Tech,161.06,99438000
2020-10-02,AMZN,High-Growth Tech,156.25,112262000
2020-10-05,AMZN,High-Growth Tech,159.96,75506000
2020-10-06,AMZN,High-Growth Tech,155.0,101738000
2020-10-07,AMZN,High-Growth Tech,159.78,86188000
2020-10-08,AMZN,High-Growth Tech,159.53,63482000
2020-10-09,AMZN,High-Growth Tech,164.33,98158000
2020-10-12,AMZN,High-Growth Tech,172.15,167284000
2020-10-13,AMZN,High-Growth Tech,172.18,114894000
2020-10-14,AMZN,High-Growth Tech,168.19,116254000
2020-10-15,AMZN,High-Growth Tech,166.93,104468000
2020-10-16,AMZN,High-Growth Tech,163.64,129488000
2020-10-19,AMZN,High-Growth Tech,160.36,104472000
2020-10-20,AMZN,High-Growth Tech,160.85,90194000
2020-10-21,AMZN,High-Growth Tech,159.25,91854000
2020-10-22,AMZN,High-Growth Tech,158.82,84240000
2020-10-23,AMZN,High-Growth Tech,160.22,69334000
2020-10-26,AMZN,High-Growth Tech,160.35,118024000
2020-10-27,AMZN,High-Growth Tech,164.32,85820000
2020-10-28,AMZN,High-Growth Tech,158.14,111766000
2020-10-29,AMZN,High-Growth Tech,160.55,131930000
2020-10-30,AMZN,High-Growth Tech,151.81,167728000
2020-11-02,AMZN,High-Growth Tech,150.22,145148000
2020-11-03,AMZN,High-Growth Tech,152.42,97958000
2020-11-04,AMZN,High-Growth Tech,162.06,136780000
2020-11-05,AMZN,High-Growth Tech,166.1,115786000
2020-11-06,AMZN,High-Growth Tech,165.57,92946000
2020-11-09,AMZN,High-Growth Tech,157.19,143808000
2020-11-10,AMZN,High-Growth Tech,151.75,131820000
2020-11-11,AMZN,High-Growth Tech,156.87,87338000
2020-11-12,AMZN,High-Growth Tech,155.51,87240000
2020-11-13,AMZN,High-Growth Tech,156.44,75124000
2020-11-16,AMZN,High-Growth Tech,156.55,76174000
2020-11-17,AMZN,High-Growth Tech,156.78,68894000
2020-11-18,AMZN,High-Growth Tech,155.27,58336000
2020-11-19,AMZN,High-Growth Tech,155.85,60206000
2020-11-20,AMZN,High-Growth Tech,154.97,67488000
2020-11-23,AMZN,High-Growth Tech,154.92,94178000
2020-11-24,AMZN,High-Growth Tech,155.9,72042000
2020-11-25,AMZN,High-Growth Tech,159.25,75808000
2020-11-27,AMZN,High-Growth Tech,159.77,47858000
2020-11-30,AMZN,High-Growth Tech,158.4,81278000
2020-12-01,AMZN,High-Growth Tech,161.0,90740000
2020-12-02,AMZN,High-Growth Tech,160.18,62586000
2020-12-03,AMZN,High-Growth Tech,159.34,57840000
2020-12-04,AMZN,High-Growth Tech,158.13,58272000
2020-12-07,AMZN,High-Growth Tech,157.9,55026000
2020-12-08,AMZN,High-Growth Tech,158.86,65726000
2020-12-09,AMZN,High-Growth Tech,155.21,82016000
2020-12-10,AMZN,High-Growth Tech,155.07,60604000
2020-12-11,AMZN,High-Growth Tech,155.82,61294000
2020-12-14,AMZN,High-Growth Tech,157.85,83116000
2020-12-15,AMZN,High-Growth Tech,158.26,66390000
2020-12-16,AMZN,High-Growth Tech,162.05,88552000
2020-12-17,AMZN,High-Growth Tech,161.8,69486000
2020-12-18,AMZN,High-Growth Tech,160.08,119914000
2020-12-21,AMZN,High-Growth Tech,160.31,76736000
2020-12-22,AMZN,High-Growth Tech,160.33,47388000
2020-12-23,AMZN,High-Growth Tech,159.26,41876000
2020-12-24,AMZN,High-Growth Tech,158.63,29038000
2020-12-28,AMZN,High-Growth Tech,164.2,113736000
