date,ticker,group,close,volume
2021-04-07,NVDA,High-Growth Tech,14.11,251284000
2021-04-08,NVDA,High-Growth Tech,14.28,244416000
2021-04-09,NVDA,High-Growth Tech,14.36,195172000
2021-04-12,NVDA,High-Growth Tech,15.17,869324000
2021-04-13,NVDA,High-Growth Tech,15.64,676212000
2021-04-14,NVDA,High-Growth Tech,15.24,385500000
2021-04-15,NVDA,High-Growth Tech,16.1,598480000
2021-04-16,NVDA,High-Growth Tech,15.87,335208000
2021-04-19,NVDA,High-Growth Tech,15.32,404420000
2021-04-20,NVDA,High-Growth Tech,15.13,334132000
2021-04-21,NVDA,High-Growth Tech,15.32,216776000
2021-04-22,NVDA,High-Growth Tech,14.81,277788000
2021-04-23,NVDA,High-Growth Tech,15.23,227500000
2021-04-26,NVDA,High-Growth Tech,15.44,197796000
2021-04-27,NVDA,High-Growth Tech,15.34,164572000
2021-04-28,NVDA,High-Growth Tech,15.24,209416000
2021-04-29,NVDA,High-Growth Tech,15.29,173196000
2021-04-30,NVDA,High-Growth Tech,14.97,201912000
2021-05-03,NVDA,High-Growth Tech,14.8,203912000
2021-05-04,NVDA,High-Growth Tech,14.32,405324000
2021-05-05,NVDA,High-Growth Tech,14.42,292024000
2021-05-06,NVDA,High-Growth Tech,14.49,193380000
2021-05-07,NVDA,High-Growth Tech,14.78,229328000
2021-05-10,NVDA,High-Growth Tech,14.23,268904000
2021-05-11,NVDA,High-Growth Tech,14.27,285584000
2021-05-12,NVDA,High-Growth Tech,13.72,303408000
2021-05-13,NVDA,High-Growth Tech,13.63,285404000
2021-05-14,NVDA,High-Growth Tech,14.21,258616000
2021-05-17,NVDA,High-Growth Tech,14.13,216980000
2021-05-18,NVDA,High-Growth Tech,13.98,186256000
2021-05-19,NVDA,High-Growth Tech,14.03,344000000
2021-05-20,NVDA,High-Growth Tech,14.58,321592000
2021-05-21,NVDA,High-Growth Tech,14.95,672992000
2021-05-24,NVDA,High-Growth Tech,15.57,554816000
2021-05-25,NVDA,High-Growth Tech,15.61,435408000
2021-05-26,NVDA,High-Growth Tech,15.66,370440000
2021-05-27,NVDA,High-Growth Tech,15.45,581476000
2021-05-28,NVDA,High-Growth Tech,16.2,644536000
2021-06-01,NVDA,High-Growth Tech,16.22,472804000
2021-06-02,NVDA,High-Growth Tech,16.74,594168000
2021-06-03,NVDA,High-Growth Tech,16.93,580008000
2021-06-04,NVDA,High-Growth Tech,17.53,617120000
2021-06-07,NVDA,High-Growth Tech,17.57,575756000
2021-06-08,NVDA,High-Growth Tech,17.41,323848000
2021-06-09,NVDA,High-Growth Tech,17.32,381656000
2021-06-10,NVDA,High-Growth Tech,17.39,287772000
2021-06-11,NVDA,High-Growth Tech,17.78,416308000
2021-06-14,NVDA,High-Growth Tech,17.98,321376000
2021-06-15,NVDA,High-Growth Tech,17.75,243032000
2021-06-16,NVDA,High-Growth Tech,17.77,307124000
2021-06-17,NVDA,High-Growth Tech,18.61,809656000
2021-06-18,NVDA,High-Growth Tech,18.6,968856000
2021-06-21,NVDA,High-Growth Tech,18.39,672384000
2021-06-22,NVDA,High-Growth Tech,18.84,580144000
2021-06-23,NVDA,High-Growth Tech,19.01,332356000
2021-06-24,NVDA,High-Growth Tech,19.16,320924000
2021-06-25,NVDA,High-Growth Tech,18.99,278364000
2021-06-28,NVDA,High-Growth Tech,19.94,495436000
2021-06-29,NVDA,High-Growth Tech,19.98,367632000
2021-06-30,NVDA,High-Growth Tech,19.96,326568000
2021-07-01,NVDA,High-Growth Tech,20.17,480136000
2021-07-02,NVDA,High-Growth Tech,20.44,342764000
2021-07-06,NVDA,High-Growth Tech,20.65,446708000
2021-07-07,NVDA,High-Growth Tech,20.33,418428000
2021-07-08,NVDA,High-Growth Tech,19.86,503300000
2021-07-09,NVDA,High-Growth Tech,20.0,296624000
2021-07-12,NVDA,High-Growth Tech,20.47,321984000
2021-07-13,NVDA,High-Growth Tech,20.2,290708000
2021-07-14,NVDA,High-Growth Tech,19.8,380100000
2021-07-15,NVDA,High-Growth Tech,18.92,550564000
2021-07-16,NVDA,High-Growth Tech,18.12,688224000
2021-07-19,NVDA,High-Growth Tech,18.74,749060000
2021-07-20,NVDA,High-Growth Tech,18.57,434687000
2021-07-21,NVDA,High-Growth Tech,19.37,371017000
2021-07-22,NVDA,High-Growth Tech,19.55,323826000
2021-07-23,NVDA,High-Growth Tech,19.51,195672000
2021-07-26,NVDA,High-Growth Tech,19.25,203943000
2021-07-27,NVDA,High-Growth Tech,19.16,248863000
2021-07-28,NVDA,High-Growth Tech,19.46,202191000
2021-07-29,NVDA,High-Growth Tech,19.62,190781000
2021-07-30,NVDA,High-Growth Tech,19.45,183497000
2021-08-02,NVDA,High-Growth Tech,19.7,217444000
2021-08-03,NVDA,High-Growth Tech,19.77,301811000
2021-08-04,NVDA,High-Growth Tech,20.23,231309000
2021-08-05,NVDA,High-Growth Tech,20.59,211435000
2021-08-06,NVDA,High-Growth Tech,20.32,178497000
2021-08-09,NVDA,High-Growth Tech,20.25,146443000
2021-08-10,NVDA,High-Growth Tech,19.89,179238000
2021-08-11,NVDA,High-Growth Tech,19.65,185925000
2021-08-12,NVDA,High-Growth Tech,19.86,151652000
2021-08-13,NVDA,High-Growth Tech,20.14,183063000
2021-08-16,NVDA,High-Growth Tech,19.9,210876000
2021-08-17,NVDA,High-Growth Tech,19.41,204585000
2021-08-18,NVDA,High-Growth Tech,19.0,285913000
2021-08-19,NVDA,High-Growth Tech,19.75,766555000
2020-09-29,TSLA,High-Growth Tech,139.69,150657900
2020-09-30,TSLA,High-Growth Tech,143.0,144436800
2020-10-01,TSLA,High-Growth Tech,149.39,152224500
2020-10-02,TSLA,High-Growth Tech,138.36,214290000
2020-10-05,TSLA,High-Growth Tech,141.89,134168400
2020-10-06,TSLA,High-Growth Tech,137.99,147438900
2020-10-07,TSLA,High-Growth Tech,141.77,129383100
2020-10-08,TSLA,High-Growth Tech,141.97,121263300
2020-10-09,TSLA,High-Growth Tech,144.67,86777100
2020-10-12,TSLA,High-Growth Tech,147.43,116373300
2020-10-13,TSLA,High-Growth Tech,148.88,103391100
2020-10-14,TSLA,High-Growth Tech,153.77,143639100
2020-10-15,TSLA,High-Growth Tech,149.63,107017200
2020-10-16,TSLA,High-Growth Tech,146.56,98327700
2020-10-19,TSLA,High-Growth Tech,143.61,108863400
2020-10-20,TSLA,High-Growth Tech,140.65,94968900
2020-10-21,TSLA,High-Growth Tech,140.88,97111500
2020-10-22,TSLA,High-Growth Tech,141.93,119979600
2020-10-23,TSLA,High-Growth Tech,140.21,101151000
2020-10-26,TSLA,High-Growth Tech,140.09,84717600
2020-10-27,TSLA,High-Growth Tech,141.56,68059500
2020-10-28,TSLA,High-Growth Tech,135.34,76354200
2020-10-29,TSLA,High-Growth Tech,136.94,67965900
2020-10-30,TSLA,High-Growth Tech,129.35,127533900
2020-11-02,TSLA,High-Growth Tech,133.5,87063300
2020-11-03,TSLA,High-Growth Tech,141.3,103055100
2020-11-04,TSLA,High-Growth Tech,140.33,96429300
2020-11-05,TSLA,High-Growth Tech,146.03,85243500
2020-11-06,TSLA,High-Growth Tech,143.32,65118000
2020-11-09,TSLA,High-Growth Tech,140.42,104499000
2020-11-10,TSLA,High-Growth Tech,136.79,90852600
2020-11-11,TSLA,High-Growth Tech,139.04,52073100
2020-11-12,TSLA,High-Growth Tech,137.25,59565300
2020-11-13,TSLA,High-Growth Tech,136.17,59313300
2020-11-16,TSLA,High-Growth Tech,136.03,80515800
2020-11-17,TSLA,High-Growth Tech,147.2,183564900
2020-11-18,TSLA,High-Growth Tech,162.21,234132000
2020-11-19,TSLA,High-Growth Tech,166.42,187425900
2020-11-20,TSLA,High-Growth Tech,163.2,98735700
2020-11-23,TSLA,High-Growth Tech,173.95,150780900
2020-11-24,TSLA,High-Growth Tech,185.13,160945500
2020-11-25,TSLA,High-Growth Tech,191.33,146790600
2020-11-27,TSLA,High-Growth Tech,195.25,112683300
2020-11-30,TSLA,High-Growth Tech,189.2,189009300
2020-12-01,TSLA,High-Growth Tech,194.92,120310500
2020-12-02,TSLA,High-Growth Tech,189.61,143327100
2020-12-03,TSLA,High-Growth Tech,197.79,127656000
2020-12-04,TSLA,High-Growth Tech,199.68,88203900
2020-12-07,TSLA,High-Growth Tech,213.92,168929100
2020-12-08,TSLA,High-Growth Tech,216.63,192795000
2020-12-09,TSLA,High-Growth Tech,201.49,213873600
2020-12-10,TSLA,High-Growth Tech,209.02,201249600
2020-12-11,TSLA,High-Growth Tech,203.33,139425000
2020-12-14,TSLA,High-Growth Tech,213.28,156121800
2020-12-15,TSLA,High-Growth Tech,211.08,135214500
2020-12-16,TSLA,High-Growth Tech,207.59,126287400
2020-12-17,TSLA,High-Growth Tech,218.63,168810300
2020-12-18,TSLA,High-Growth Tech,231.67,666378600
2020-12-21,TSLA,High-Growth Tech,216.62,174135900
2020-12-22,TSLA,High-Growth Tech,213.45,155148000
2020-12-23,TSLA,High-Growth Tech,215.33,99519000
2020-12-24,TSLA,High-Growth Tech,220.59,68596800
2020-12-28,TSLA,High-Growth Tech,221.23,96835800
2020-12-29,TSLA,High-Growth Tech,222.0,68732400
2020-12-30,TSLA,High-Growth Tech,231.59,128538000
2020-12-31,TSLA,High-Growth Tech,235.22,148949700
2021-01-04,TSLA,High-Growth Tech,243.26,145914600
2021-01-05,TSLA,High-Growth Tech,245.04,96735600
2021-01-06,TSLA,High-Growth Tech,251.99,134100000
2021-01-07,TSLA,High-Growth Tech,272.01,154496700
2021-01-08,TSLA,High-Growth Tech,293.34,225166500
2021-01-11,TSLA,High-Growth Tech,270.4,177904800
2021-01-12,TSLA,High-Growth Tech,283.15,138812100
2021-01-13,TSLA,High-Growth Tech,284.8,99937500
2021-01-14,TSLA,High-Growth Tech,281.67,93798900
2021-01-15,TSLA,High-Growth Tech,275.39,116332800
2021-01-19,TSLA,High-Growth Tech,281.52,76101000
2021-01-20,TSLA,High-Growth Tech,283.48,76997700
2021-01-21,TSLA,High-Growth Tech,281.66,61563300
2021-01-22,TSLA,High-Growth Tech,282.21,60199500
2021-01-25,TSLA,High-Growth Tech,293.6,123520200
2021-01-26,TSLA,High-Growth Tech,294.36,69394800
2021-01-27,TSLA,High-Growth Tech,288.05,82002000
2021-01-28,TSLA,High-Growth Tech,278.48,79134000
2021-01-29,TSLA,High-Growth Tech,264.51,104972400
2021-02-01,TSLA,High-Growth Tech,279.94,76174200
2021-02-02,TSLA,High-Growth Tech,290.93,73038600
2021-02-03,TSLA,High-Growth Tech,284.9,55030500
2021-02-04,TSLA,High-Growth Tech,283.33,47438100
2021-02-05,TSLA,High-Growth Tech,284.08,55699800
2021-02-08,TSLA,High-Growth Tech,287.81,60485100
2021-02-09,TSLA,High-Growth Tech,283.15,45473100
2021-02-10,TSLA,High-Growth Tech,268.27,108648300
2021-02-11,TSLA,High-Growth Tech,270.55,64868400
2021-02-12,TSLA,High-Growth Tech,272.04,71304900
2021-02-16,TSLA,High-Growth Tech,265.41,59406900
2021-02-17,TSLA,High-Growth Tech,266.05,77989500
2021-02-18,TSLA,High-Growth Tech,262.46,53871300
2021-02-19,TSLA,High-Growth Tech,260.43,56874900
2021-02-22,TSLA,High-Growth Tech,238.17,111809100
2021-02-23,TSLA,High-Growth Tech,232.95,199820700
2021-02-24,TSLA,High-Growth Tech,247.34,110301000
2021-02-25,TSLA,High-Growth Tech,227.41,117071700
2021-02-26,TSLA,High-Growth Tech,225.17,123267600
2021-03-01,TSLA,High-Growth Tech,239.48,81408600
2021-03-02,TSLA,High-Growth Tech,228.81,71196600
2021-03-03,TSLA,High-Growth Tech,217.73,90624000
2021-03-04,TSLA,High-Growth Tech,207.15,197758500
2021-03-05,TSLA,High-Growth Tech,199.32,268189500
2021-03-08,TSLA,High-Growth Tech,187.67,155361000
2021-03-09,TSLA,High-Growth Tech,224.53,202569900
2021-03-10,TSLA,High-Growth Tech,222.69,181817100
2021-03-11,TSLA,High-Growth Tech,233.2,108761700
2021-03-12,TSLA,High-Growth Tech,231.24,100751400
2021-03-15,TSLA,High-Growth Tech,235.98,88006800
2021-03-16,TSLA,High-Growth Tech,225.63,96587100
2021-03-17,TSLA,High-Growth Tech,233.94,121117500
2021-03-18,TSLA,High-Growth Tech,217.72,99674400
2021-03-19,TSLA,High-Growth Tech,218.29,128682000
2021-03-22,TSLA,High-Growth Tech,223.33,118536600
2021-03-23,TSLA,High-Growth Tech,220.72,91475700
2021-03-24,TSLA,High-Growth Tech,210.09,101385600
2021-03-25,TSLA,High-Growth Tech,213.46,117674700
2021-03-26,TSLA,High-Growth Tech,206.24,101558400
2021-03-29,TSLA,High-Growth Tech,203.76,85911000
2021-03-30,TSLA,High-Growth Tech,211.87,118297200
2021-03-31,TSLA,High-Growth Tech,222.64,100011900
2021-04-01,TSLA,High-Growth Tech,220.58,105895200
2021-04-05,TSLA,High-Growth Tech,230.35,125528400
2021-04-06,TSLA,High-Growth Tech,230.54,84815400
2021-04-07,TSLA,High-Growth Tech,223.66,78928200
2021-04-08,TSLA,High-Growth Tech,227.93,71772900
2021-04-09,TSLA,High-Growth Tech,225.67,64311300
2021-04-12,TSLA,High-Growth Tech,233.99,87407100
2021-04-13,TSLA,High-Growth Tech,254.11,133958400
2021-04-14,TSLA,High-Growth Tech,244.08,147052200
2021-04-15,TSLA,High-Growth Tech,246.28,83546700
2021-04-16,TSLA,High-Growth Tech,246.59,83938500
2021-04-19,TSLA,High-Growth Tech,238.21,119058600
2021-04-20,TSLA,High-Growth Tech,239.66,106827000
2021-04-21,TSLA,High-Growth Tech,248.04,93646500
2021-04-22,TSLA,High-Growth Tech,239.9,106770900
2021-04-23,TSLA,High-Growth Tech,243.13,85110000
2021-04-26,TSLA,High-Growth Tech,246.07,93115500
2021-04-27,TSLA,High-Growth Tech,234.91,88311000
2021-04-28,TSLA,High-Growth Tech,231.47,66813000
2021-04-29,TSLA,High-Growth Tech,225.67,86536200
2021-04-30,TSLA,High-Growth Tech,236.48,122276100
2021-05-03,TSLA,High-Growth Tech,228.3,81129300
2021-05-04,TSLA,High-Growth Tech,224.53,89217900
2021-05-05,TSLA,High-Growth Tech,223.65,65705700
2021-05-06,TSLA,High-Growth Tech,221.18,83353800
2021-05-07,TSLA,High-Growth Tech,224.12,70407600
2021-05-10,TSLA,High-Growth Tech,209.68,94177200
2021-05-11,TSLA,High-Growth Tech,205.73,139511700
2021-05-12,TSLA,High-Growth Tech,196.63,101470800
2021-05-13,TSLA,High-Growth Tech,190.56,132554700
2021-05-14,TSLA,High-Growth Tech,196.58,100112700
2021-05-17,TSLA,High-Growth Tech,192.28,97171200
2021-05-18,TSLA,High-Growth Tech,192.62,110491800
2021-05-19,TSLA,High-Growth Tech,187.82,118735200
2021-05-20,TSLA,High-Growth Tech,195.59,92463300
2021-05-21,TSLA,High-Growth Tech,193.63,78091800
2021-05-24,TSLA,High-Growth Tech,202.15,103674300
2021-05-25,TSLA,High-Growth Tech,201.56,84017700
2021-05-26,TSLA,High-Growth Tech,206.38,85917900
2021-05-27,TSLA,High-Growth Tech,210.28,79111800
2021-05-28,TSLA,High-Growth Tech,208.41,68211000
2021-06-01,TSLA,High-Growth Tech,207.97,54254700
2021-06-02,TSLA,High-Growth Tech,201.71,69908400
2021-06-03,TSLA,High-Growth Tech,190.95,90335700
2021-06-04,TSLA,High-Growth Tech,199.68,72110700
2021-06-07,TSLA,High-Growth Tech,201.71,67631100
2021-06-08,TSLA,High-Growth Tech,201.2,78160200
2021-06-09,TSLA,High-Growth Tech,199.59,49753800
2021-06-10,TSLA,High-Growth Tech,203.37,71758800
2021-06-11,TSLA,High-Growth Tech,203.3,48615900
2021-06-14,TSLA,High-Growth Tech,205.9,61272000
2021-06-15,TSLA,High-Growth Tech,199.79,53292300
2021-06-16,TSLA,High-Growth Tech,201.62,66432300
2021-06-17,TSLA,High-Growth Tech,205.53,68104200
2021-06-18,TSLA,High-Growth Tech,207.77,73682700
2021-06-21,TSLA,High-Growth Tech,206.94,74438100
2021-06-22,TSLA,High-Growth Tech,207.9,57476700
2021-06-23,TSLA,High-Growth Tech,218.86,93297600
2021-06-24,TSLA,High-Growth Tech,226.61,137947200
2021-06-25,TSLA,High-Growth Tech,223.96,97490100
2021-06-28,TSLA,High-Growth Tech,229.57,64884600
2021-06-29,TSLA,High-Growth Tech,226.92,52143900
2021-06-30,TSLA,High-Growth Tech,226.57,56774700
2021-07-01,TSLA,High-Growth Tech,225.97,55903500
2021-07-02,TSLA,High-Growth Tech,226.3,81163500
2021-07-06,TSLA,High-Growth Tech,219.86,69853500
2021-07-07,TSLA,High-Growth Tech,214.88,56376000
2021-07-08,TSLA,High-Growth Tech,217.6,68319900
2021-07-09,TSLA,High-Growth Tech,218.98,54421500
2021-07-12,TSLA,High-Growth Tech,228.57,77781000
2021-07-13,TSLA,High-Growth Tech,222.85,62898300
2021-07-14,TSLA,High-Growth Tech,217.79,64923600
2021-07-15,TSLA,High-Growth Tech,216.87,60628800
2021-07-16,TSLA,High-Growth Tech,214.74,49113000
2021-07-19,TSLA,High-Growth Tech,215.41,63891300
2021-07-20,TSLA,High-Growth Tech,220.17,46461300
2021-07-21,TSLA,High-Growth Tech,218.43,41859900
2021-07-22,TSLA,High-Growth Tech,216.42,45317100
2021-07-23,TSLA,High-Growth Tech,214.46,43814700
2021-07-26,TSLA,High-Growth Tech,219.21,76009800
2021-07-27,TSLA,High-Growth Tech,214.93,98439900
2021-07-28,TSLA,High-Growth Tech,215.66,48019800
2021-07-29,TSLA,High-Growth Tech,225.78,91183800
2021-07-30,TSLA,High-Growth Tech,229.07,88969200
2021-08-02,TSLA,High-Growth Tech,236.56,100847400
2021-08-03,TSLA,High-Growth Tech,236.58,64860900
2021-08-04,TSLA,High-Growth Tech,236.97,51007800
2021-08-05,TSLA,High-Growth Tech,238.21,38758800
2021-08-06,TSLA,High-Growth Tech,233.03,46869000
2021-08-09,TSLA,High-Growth Tech,237.92,44145900
2021-08-10,TSLA,High-Growth Tech,236.66,40296900
2021-08-11,TSLA,High-Growth Tech,235.94,29401800
2021-08-12,TSLA,High-Growth Tech,240.75,52377300
2021-08-13,TSLA,High-Growth Tech,239.06,50194500
2021-08-16,TSLA,High-Growth Tech,228.72,68032200
2021-08-17,TSLA,High-Growth Tech,221.9,71163900
2021-08-18,TSLA,High-Growth Tech,229.66,61048200
2021-08-19,TSLA,High-Growth Tech,224.49,42940500
2020-09-29,AAPL,High-Growth Tech,110.77,99382200
2020-09-30,AAPL,High-Growth Tech,112.44,142675200
2020-10-01,AAPL,High-Growth Tech,113.39,116120400
2020-10-02,AAPL,High-Growth Tech,109.73,144712000
2020-10-05,AAPL,High-Growth Tech,113.11,106243800
2020-10-06,AAPL,High-Growth Tech,109.86,161498200
2020-10-07,AAPL,High-Growth Tech,111.73,96849000
2020-10-08,AAPL,High-Growth Tech,111.62,83477200
2020-10-09,AAPL,High-Growth Tech,113.56,100506900
2020-10-12,AAPL,High-Growth Tech,120.78,240226800
2020-10-13,AAPL,High-Growth Tech,117.57,262330500
2020-10-14,AAPL,High-Growth Tech,117.66,150712000
2020-10-15,AAPL,High-Growth Tech,117.19,112559200
2020-10-16,AAPL,High-Growth Tech,115.55,115393800
2020-10-19,AAPL,High-Growth Tech,112.6,120639300
2020-10-20,AAPL,High-Growth Tech,114.09,124423700
2020-10-21,AAPL,High-Growth Tech,113.47,89946000
2020-10-22,AAPL,High-Growth Tech,112.38,101988000
2020-10-23,AAPL,High-Growth Tech,111.69,82572600
2020-10-26,AAPL,High-Growth Tech,111.7,111850700
2020-10-27,AAPL,High-Growth Tech,113.2,92276800
2020-10-28,AAPL,High-Growth Tech,107.96,143937800
2020-10-29,AAPL,High-Growth Tech,111.96,146129200
2020-10-30,AAPL,High-Growth Tech,105.69,190272600
2020-11-02,AAPL,High-Growth Tech,105.6,122866900
2020-11-03,AAPL,High-Growth Tech,107.22,107624400
2020-11-04,AAPL,High-Growth Tech,111.6,138235500
2020-11-05,AAPL,High-Growth Tech,115.56,126387100
2020-11-06,AAPL,High-Growth Tech,115.43,114457900
2020-11-09,AAPL,High-Growth Tech,113.13,154515300
2020-11-10,AAPL,High-Growth Tech,112.79,138023400
